speed,weather,road_condition,time,location,traffic_density,accident_risk,accident_severity
30.112267612279027,Sunny,Icy,6,Highway,Low,0,Low
28.410680611499743,Snowy,Under Maintenance,17,Urban,Low,1,Low
90.096913145912,Foggy,Dry,8,Highway,Medium,1,Medium
27.276300636419354,Foggy,Wet,2,Highway,Medium,0,High
102.18600592903562,Snowy,Dry,7,Urban,Medium,1,Medium
90.62422271564962,Rainy,Wet,23,Rural,Low,1,Medium
28.134878064189976,Snowy,Under Maintenance,18,Rural,High,1,Low
28.483771408519193,Rainy,Wet,3,Highway,Medium,0,Medium
118.66395785011754,Sunny,Wet,17,Rural,High,1,High
57.427079575612034,Sunny,Wet,19,Rural,High,1,Low
57.06421470668909,Snowy,Wet,10,Rural,Low,1,Medium
101.27995672575025,Snowy,Dry,13,Rural,Low,1,Medium
114.72485773838586,Sunny,Wet,17,Highway,Low,1,High
118.6001063822871,Rainy,Dry,15,Rural,Medium,1,Medium
95.33781852589416,Sunny,Wet,2,Rural,Low,0,Medium
57.62595855309158,Snowy,Icy,14,Urban,Medium,1,Low
28.350071669866878,Sunny,Under Maintenance,3,Highway,Medium,0,Medium
97.71469159274368,Snowy,Wet,4,Urban,Medium,1,High
75.8404249735805,Snowy,Icy,16,Urban,Medium,1,Low
62.42220092469763,Sunny,Wet,6,Highway,Low,0,Medium
110.6354385094736,Rainy,Wet,15,Rural,Medium,1,High
31.119748230615134,Foggy,Wet,13,Urban,Low,0,Low
69.26251042908592,Sunny,Icy,15,Highway,Low,0,High
21.135364476741906,Foggy,Under Maintenance,6,Rural,Medium,0,Low
66.86606419941262,Sunny,Icy,8,Highway,Low,0,High
25.630327568183734,Foggy,Under Maintenance,3,Urban,High,1,Low
31.881791626807193,Rainy,Wet,21,Rural,Low,0,Low
31.752624677710486,Rainy,Dry,10,Rural,Low,0,Low
84.92103021160635,Sunny,Wet,1,Highway,Medium,0,High
94.60448792654233,Snowy,Under Maintenance,11,Rural,Medium,1,Medium
78.33687650971596,Foggy,Icy,11,Urban,Low,1,Medium
116.21725484745419,Snowy,Wet,3,Urban,Medium,1,High
57.48705795237041,Snowy,Icy,17,Urban,High,1,Low
48.57120862818607,Snowy,Icy,20,Highway,High,1,Medium
106.85991281894603,Rainy,Icy,6,Rural,Medium,1,Medium
42.35958385194526,Sunny,Wet,0,Rural,Low,0,Low
116.32225394406113,Sunny,Icy,22,Rural,High,1,Medium
21.215447468981633,Rainy,Icy,12,Urban,High,1,Low
116.98788267076391,Rainy,Wet,5,Rural,Low,1,High
24.315991195057613,Sunny,Icy,5,Urban,Medium,0,Low
109.11431136980711,Snowy,Wet,11,Rural,High,1,Medium
72.77011090862999,Foggy,Under Maintenance,7,Urban,Low,1,Medium
119.29647961193004,Foggy,Under Maintenance,23,Rural,Low,1,Medium
27.379656473539885,Foggy,Under Maintenance,21,Highway,High,1,Medium
75.38542844013207,Snowy,Icy,18,Highway,Medium,1,High
116.9302535619099,Sunny,Dry,4,Urban,High,1,Medium
72.30978441701488,Rainy,Dry,17,Urban,Low,0,Medium
82.93986381352624,Sunny,Icy,4,Rural,High,1,Medium
89.57486889846172,Snowy,Dry,9,Rural,Medium,0,Medium
65.45410647677733,Rainy,Wet,0,Highway,Low,1,High
82.75580800840635,Snowy,Dry,9,Rural,Medium,0,Medium
78.43143119231001,Foggy,Icy,4,Urban,High,1,Medium
110.11580104909889,Foggy,Icy,11,Urban,High,1,Medium
24.544638034145787,Snowy,Wet,21,Urban,Medium,0,Low
48.096318959223034,Rainy,Under Maintenance,6,Urban,High,1,Low
115.04114840765587,Rainy,Icy,8,Urban,Medium,1,Medium
109.02637838909163,Sunny,Wet,21,Highway,High,1,High
65.56567527857129,Foggy,Dry,20,Highway,Medium,0,Medium
82.01325978015367,Sunny,Dry,11,Urban,Medium,0,Medium
47.738118298113264,Sunny,Wet,22,Rural,Low,0,Low
38.812115972376134,Snowy,Wet,0,Urban,Low,1,Low
66.36984049399823,Snowy,Icy,10,Highway,Medium,1,High
55.33522280260528,Sunny,Dry,20,Urban,High,0,Low
78.3656111850872,Foggy,Wet,14,Highway,High,1,High
27.77346369649848,Snowy,Dry,1,Highway,High,0,Medium
117.43948076661665,Sunny,Wet,19,Urban,Medium,1,Medium
118.62107444796028,Sunny,Dry,6,Urban,Medium,0,Medium
89.81617140197451,Sunny,Under Maintenance,20,Rural,Medium,1,Medium
73.60963663441204,Sunny,Icy,11,Highway,Medium,0,High
50.95276162863277,Sunny,Dry,21,Rural,Low,0,Low
101.37950197069486,Sunny,Under Maintenance,17,Urban,Medium,1,Medium
88.47311725538793,Snowy,Dry,2,Highway,High,1,High
36.26169393448913,Foggy,Dry,6,Rural,Low,0,Low
111.09271844938425,Sunny,Under Maintenance,10,Rural,High,1,Medium
102.2537242923169,Rainy,Dry,17,Rural,Medium,0,Medium
114.9799913291924,Snowy,Dry,11,Urban,Low,1,High
92.571950838836,Snowy,Icy,5,Urban,Medium,1,Medium
81.341519593579,Sunny,Under Maintenance,4,Urban,Low,0,Low
61.82430362906189,Snowy,Under Maintenance,0,Highway,High,1,Medium
113.27284833540132,Sunny,Wet,11,Urban,Medium,1,Medium
106.60638895004084,Foggy,Dry,10,Highway,Medium,1,High
24.52186701061894,Foggy,Icy,3,Rural,Low,0,Low
22.6366974497252,Snowy,Dry,17,Rural,Low,0,Low
57.64633668780496,Snowy,Dry,3,Urban,Medium,0,Medium
101.0553330781833,Rainy,Wet,16,Rural,Low,1,Medium
118.72761293149445,Snowy,Dry,1,Urban,Medium,1,Medium
35.04168911035282,Rainy,Icy,23,Highway,Low,1,Medium
79.4130715352135,Foggy,Icy,21,Rural,High,1,Low
58.08908566310215,Foggy,Wet,1,Urban,Low,1,Medium
116.99143978146031,Sunny,Dry,11,Rural,High,1,High
104.21189231357087,Foggy,Icy,5,Rural,Low,1,Medium
103.83287047111378,Rainy,Dry,9,Urban,Low,1,Medium
66.86931597949703,Snowy,Dry,22,Rural,Medium,0,Medium
61.48195023376652,Sunny,Dry,20,Rural,Low,0,Medium
47.34070719307063,Rainy,Wet,22,Rural,Low,1,Low
25.637549665092713,Snowy,Dry,15,Rural,High,0,Low
106.47223762550531,Sunny,Icy,13,Highway,Low,1,High
101.29010091300776,Foggy,Dry,6,Rural,Medium,1,Medium
119.97176732861305,Rainy,Icy,18,Rural,High,1,Medium
119.66368370739053,Snowy,Dry,22,Urban,Medium,1,Medium
75.54317056026275,Sunny,Icy,16,Highway,Medium,0,High
96.89874151805105,Sunny,Icy,8,Urban,Medium,1,Medium
114.47657298824281,Foggy,Dry,12,Urban,Medium,1,Medium
104.96473906774115,Snowy,Dry,21,Urban,High,1,Medium
44.73481017431976,Foggy,Icy,4,Highway,Low,1,Medium
65.05441353100935,Foggy,Under Maintenance,22,Urban,Medium,1,Low
32.9159415151495,Snowy,Wet,4,Urban,High,1,Low
115.40510272587224,Snowy,Under Maintenance,9,Urban,Medium,1,Medium
80.617463445088,Snowy,Under Maintenance,20,Rural,Low,1,Medium
42.86428055034627,Rainy,Dry,9,Urban,High,1,Low
87.17006844058567,Snowy,Wet,6,Highway,High,1,High
81.81282404578958,Sunny,Under Maintenance,14,Highway,Low,0,Medium
55.81627180328405,Foggy,Dry,6,Rural,High,1,Low
31.355759219962902,Rainy,Under Maintenance,14,Highway,Low,0,Medium
87.15731955927996,Snowy,Under Maintenance,2,Highway,High,1,High
72.03077009037932,Rainy,Dry,18,Rural,High,1,Low
97.23183917356393,Snowy,Dry,9,Urban,Low,0,Medium
72.01635011119933,Rainy,Dry,14,Rural,Low,1,Low
105.21815003185401,Foggy,Wet,2,Urban,High,1,Low
75.19068387744855,Foggy,Under Maintenance,5,Urban,High,1,Medium
76.09379715353862,Sunny,Dry,11,Highway,Low,0,High
107.66536026583451,Sunny,Icy,14,Rural,Low,1,Medium
60.3482866212397,Snowy,Under Maintenance,5,Highway,High,1,High
33.40152284506407,Foggy,Icy,12,Highway,High,1,Medium
22.878267631333898,Rainy,Wet,18,Urban,High,1,Low
95.5137255673619,Rainy,Dry,2,Highway,Low,1,High
82.03095513534646,Rainy,Icy,7,Rural,High,1,Medium
90.40797680992236,Sunny,Wet,7,Highway,Medium,1,High
41.296416150891076,Rainy,Dry,22,Highway,Low,0,Medium
33.63714755867697,Sunny,Icy,19,Urban,High,1,Low
21.45446656678819,Sunny,Icy,14,Rural,Low,0,Low
55.058755880659696,Snowy,Wet,3,Highway,Medium,1,High
78.99176868546331,Rainy,Dry,18,Urban,Low,1,Medium
59.22440450997323,Rainy,Dry,20,Highway,High,1,High
63.747492202372904,Foggy,Icy,2,Rural,Medium,1,Medium
110.41586944937484,Snowy,Icy,12,Highway,Medium,1,High
54.82554670233004,Foggy,Icy,7,Highway,High,1,High
71.39894891598108,Snowy,Dry,22,Urban,High,1,Low
98.3653012741143,Rainy,Wet,15,Highway,High,1,High
59.65427823212701,Sunny,Wet,12,Urban,Low,0,Low
82.20867002278735,Sunny,Dry,2,Rural,Low,0,Medium
106.23637087467452,Sunny,Under Maintenance,15,Highway,Low,1,High
114.9520623657642,Sunny,Wet,8,Rural,High,1,Medium
34.70734809290379,Sunny,Icy,13,Rural,High,0,Low
112.65876251614944,Foggy,Under Maintenance,12,Highway,Low,1,High
69.21162930795381,Snowy,Under Maintenance,20,Urban,Medium,1,Medium
45.82443882989584,Rainy,Wet,6,Rural,Low,1,Low
65.91357562382613,Foggy,Under Maintenance,14,Rural,Medium,1,Medium
118.0032575285477,Snowy,Under Maintenance,6,Highway,High,1,High
69.26180939928696,Sunny,Wet,5,Highway,High,1,High
52.875161028750824,Snowy,Wet,1,Highway,Low,1,High
83.34008543167258,Snowy,Under Maintenance,8,Highway,Low,1,High
44.014561877819304,Sunny,Icy,21,Highway,High,1,Medium
27.58633281086639,Sunny,Dry,23,Highway,Low,0,Medium
32.88797219106492,Sunny,Under Maintenance,16,Urban,High,1,Low
32.80458389577724,Rainy,Under Maintenance,4,Rural,High,1,Low
35.19026935122943,Sunny,Icy,11,Urban,Medium,0,Low
33.882717264941014,Rainy,Under Maintenance,0,Urban,Low,1,Low
84.08747448032146,Sunny,Under Maintenance,9,Highway,High,1,High
38.18800843991448,Rainy,Dry,10,Rural,Low,0,Low
54.56672833238632,Snowy,Dry,15,Urban,Medium,0,Medium
109.67884099060119,Foggy,Dry,13,Highway,Medium,1,High
67.39616402628724,Snowy,Wet,7,Highway,Low,1,High
86.75577385210272,Snowy,Wet,23,Rural,Low,1,Medium
37.231987120162984,Sunny,Dry,16,Urban,High,0,Low
39.22890188086708,Rainy,Dry,17,Urban,Medium,0,Low
24.086861626647888,Foggy,Wet,11,Urban,Medium,0,Low
36.893506307216455,Sunny,Icy,16,Highway,Medium,0,Medium
47.859033903195865,Sunny,Under Maintenance,13,Rural,Low,0,Low
37.70104842767468,Sunny,Under Maintenance,15,Rural,High,1,Low
28.87025337570556,Snowy,Dry,13,Urban,Low,0,Low
32.063587110060084,Rainy,Icy,8,Highway,Low,1,Medium
66.07787680327257,Rainy,Wet,3,Urban,Low,1,Low
40.63337184057925,Foggy,Dry,22,Rural,High,1,Low
56.42698610480755,Rainy,Icy,10,Highway,Low,1,Medium
70.34172708548569,Rainy,Icy,5,Urban,Medium,1,Low
89.03948286293652,Sunny,Icy,14,Urban,Medium,1,Medium
23.931213984109895,Sunny,Wet,4,Highway,Medium,0,Medium
99.94103989090426,Snowy,Wet,10,Rural,High,1,Medium
82.79003894909079,Sunny,Under Maintenance,17,Highway,Low,1,High
28.17590319488719,Sunny,Under Maintenance,12,Urban,High,0,Low
107.35786241067773,Sunny,Icy,10,Urban,Low,1,Medium
112.08724005318132,Sunny,Icy,13,Urban,Medium,1,Medium
26.107795985486376,Snowy,Wet,17,Urban,Low,0,Low
47.687764814720374,Sunny,Under Maintenance,18,Rural,Low,0,Low
100.62012797930613,Foggy,Icy,23,Rural,Low,1,Medium
94.82596903836584,Foggy,Under Maintenance,14,Urban,High,1,Medium
38.45210193563773,Foggy,Under Maintenance,8,Rural,Low,1,Low
40.93493233367103,Foggy,Icy,7,Rural,Low,1,Low
57.0472102791382,Sunny,Wet,19,Rural,Low,0,Medium
68.45229851910213,Foggy,Icy,0,Urban,High,1,Medium
81.8254771530296,Sunny,Icy,3,Highway,High,1,High
56.891363956977244,Snowy,Under Maintenance,13,Highway,High,1,Medium
66.25347161331479,Foggy,Icy,1,Highway,Low,1,High
94.74709381337566,Rainy,Wet,15,Urban,Medium,1,Medium
23.66832028905979,Foggy,Icy,2,Rural,Medium,0,Low
45.24369443440207,Foggy,Wet,7,Rural,Medium,1,Low
91.33495858845524,Sunny,Wet,5,Urban,Low,0,Medium
109.52068376871993,Foggy,Under Maintenance,15,Urban,Medium,1,Medium
71.16774421156661,Rainy,Dry,23,Highway,Medium,0,High
73.21134852653157,Sunny,Dry,15,Highway,Medium,0,High
30.717201133977603,Sunny,Under Maintenance,6,Urban,Low,0,Low
64.74123668234546,Snowy,Icy,12,Highway,Medium,1,Medium
73.2617266455023,Snowy,Under Maintenance,12,Rural,Medium,1,Low
44.247050363472965,Foggy,Wet,4,Urban,Low,1,Low
46.924323094938096,Snowy,Dry,19,Urban,High,1,Medium
57.728416310462265,Snowy,Under Maintenance,21,Rural,Medium,1,Medium
22.007119777772637,Snowy,Icy,17,Rural,High,1,Low
52.20791655831783,Sunny,Under Maintenance,14,Rural,Medium,0,Low
41.14480069965447,Sunny,Dry,17,Highway,Low,0,Medium
52.74973521779147,Sunny,Under Maintenance,1,Urban,High,1,Medium
31.97621318192512,Snowy,Under Maintenance,9,Highway,High,1,Medium
109.0527280739895,Sunny,Dry,22,Rural,High,1,Medium
79.35924535540487,Snowy,Wet,12,Highway,High,1,High
87.91023191444896,Sunny,Wet,17,Rural,Medium,0,Medium
98.91712386073382,Sunny,Dry,14,Highway,Medium,0,High
69.84421989290573,Rainy,Under Maintenance,11,Highway,High,1,High
28.69202880874237,Foggy,Dry,14,Rural,Medium,0,Low
73.71065418185478,Snowy,Wet,12,Highway,High,1,High
78.68411180208791,Rainy,Icy,17,Urban,High,1,Medium
94.54394741843299,Sunny,Under Maintenance,14,Highway,Low,1,High
63.16595462296794,Snowy,Wet,22,Highway,High,1,High
32.75803027955638,Sunny,Under Maintenance,10,Urban,Medium,0,Low
48.37759057987245,Foggy,Dry,18,Rural,High,1,Low
56.30822963986351,Rainy,Icy,2,Urban,Low,1,Low
84.59172413316013,Foggy,Dry,6,Highway,Medium,0,High
77.07783046689119,Rainy,Icy,20,Rural,Low,1,Medium
55.60967258978462,Sunny,Under Maintenance,13,Highway,Low,0,High
118.65152487929797,Foggy,Under Maintenance,13,Highway,High,1,High
80.57748193568872,Foggy,Dry,21,Urban,Low,0,Medium
43.722679173599445,Sunny,Icy,12,Urban,Low,0,Low
30.178247262040372,Foggy,Icy,11,Rural,Medium,1,Low
35.2859139184332,Snowy,Under Maintenance,23,Rural,Low,1,Low
44.59577283845081,Rainy,Dry,8,Rural,High,0,Low
36.06813732595557,Rainy,Icy,0,Highway,High,1,Medium
38.656702405130574,Rainy,Under Maintenance,18,Urban,High,1,Low
48.50951686938471,Snowy,Wet,10,Urban,Low,1,Low
37.33735952947548,Rainy,Dry,22,Urban,Medium,0,Low
109.67654246264252,Sunny,Wet,21,Rural,High,1,Medium
28.02337456616422,Foggy,Dry,22,Urban,Low,0,Low
72.45113895702546,Snowy,Under Maintenance,23,Urban,High,1,Medium
61.03968269896615,Rainy,Icy,21,Urban,High,1,Low
118.23786169086064,Sunny,Icy,18,Rural,Medium,1,High
31.203890216805235,Foggy,Icy,17,Urban,High,1,Low
59.785559904574164,Foggy,Dry,11,Rural,Medium,0,Low
116.94704332753689,Snowy,Under Maintenance,22,Urban,Low,1,Medium
106.55071258939803,Snowy,Wet,0,Urban,High,1,Medium
101.707207094928,Snowy,Under Maintenance,18,Urban,Low,1,Medium
45.79028270449398,Sunny,Wet,19,Rural,Low,0,Low
37.08875873900658,Sunny,Dry,16,Rural,Low,0,Medium
86.8643219924431,Snowy,Dry,4,Urban,High,1,Medium
112.93759891275857,Rainy,Wet,2,Highway,Medium,1,High
75.67628930139298,Foggy,Wet,1,Rural,High,1,Low
77.16126894698999,Foggy,Wet,2,Rural,Low,1,Medium
47.997909366028416,Sunny,Under Maintenance,7,Urban,Medium,0,Low
96.94929331919369,Foggy,Wet,15,Highway,Low,1,High
38.704374855752334,Rainy,Dry,5,Urban,Medium,0,Low
52.367923640424365,Foggy,Dry,12,Rural,High,1,Low
62.54364386164168,Sunny,Icy,22,Rural,Medium,0,Medium
70.7610378684455,Sunny,Wet,21,Urban,High,1,Medium
44.24097324150802,Rainy,Under Maintenance,21,Urban,Low,1,Low
31.483682473920354,Rainy,Under Maintenance,15,Highway,Medium,1,Medium
81.06200424416326,Foggy,Under Maintenance,15,Highway,Low,1,High
48.86305532402558,Foggy,Icy,2,Rural,Medium,1,Low
78.12382214226122,Sunny,Dry,12,Highway,High,0,High
35.43627152742023,Rainy,Under Maintenance,13,Highway,Medium,0,Medium
68.11401018548175,Rainy,Dry,7,Rural,Medium,0,Medium
73.25894325515858,Rainy,Icy,11,Rural,High,1,Medium
25.18235368224269,Foggy,Wet,22,Rural,High,1,Low
53.660427819392055,Rainy,Wet,22,Rural,High,1,Low
33.44146769389742,Sunny,Wet,21,Urban,Medium,0,Low
26.337497047276774,Sunny,Under Maintenance,20,Rural,Low,0,Low
118.99602323899452,Foggy,Wet,7,Rural,Medium,1,Medium
52.235384497472296,Snowy,Under Maintenance,20,Rural,Medium,1,Medium
100.98744458546349,Foggy,Icy,8,Highway,Low,1,High
45.46406547637638,Snowy,Icy,0,Rural,High,1,Low
88.15027222239293,Rainy,Under Maintenance,5,Urban,Medium,1,Medium
96.02278598896865,Foggy,Dry,22,Urban,Low,1,Low
79.56387406078443,Sunny,Wet,18,Rural,High,1,Medium
67.15761885501584,Rainy,Wet,22,Urban,High,1,Low
61.18409141472685,Sunny,Wet,10,Highway,Medium,0,High
54.88682665429953,Rainy,Under Maintenance,10,Rural,High,1,Low
112.95291442478259,Foggy,Icy,22,Urban,High,1,Medium
103.06194077877291,Snowy,Wet,12,Urban,Low,1,Medium
116.50269106665125,Rainy,Icy,10,Rural,Low,1,High
32.42972234855447,Snowy,Wet,17,Urban,High,1,Low
93.08674752036443,Rainy,Wet,22,Rural,Low,1,Medium
113.83404568210378,Sunny,Under Maintenance,14,Urban,High,1,Medium
38.12330661656601,Sunny,Dry,0,Highway,Medium,0,High
26.64962673667775,Rainy,Under Maintenance,20,Urban,Low,1,Low
94.11206492900591,Snowy,Wet,6,Urban,High,1,Medium
77.4473113179912,Foggy,Wet,22,Rural,High,1,Low
104.1828776758272,Foggy,Dry,12,Urban,Low,1,High
33.97723766262895,Sunny,Icy,11,Rural,Low,0,Low
99.52673118598902,Foggy,Icy,17,Highway,Medium,1,High
40.162732004774455,Sunny,Wet,23,Rural,High,1,Low
36.36559428657045,Foggy,Icy,18,Rural,Medium,0,Low
36.42657979309929,Rainy,Wet,14,Urban,Medium,0,Medium
101.45747202313821,Sunny,Dry,7,Highway,Medium,0,High
86.51972206962002,Sunny,Dry,18,Rural,Low,0,Low
72.30654247691193,Rainy,Wet,9,Urban,Medium,1,Low
55.88304841235025,Sunny,Dry,6,Urban,Low,0,Medium
107.72005408131082,Foggy,Under Maintenance,17,Rural,Low,1,Medium
59.244510742263536,Foggy,Under Maintenance,15,Urban,Medium,1,Low
101.65994394715771,Sunny,Dry,19,Rural,Medium,0,Medium
63.91349085702184,Foggy,Wet,5,Rural,High,1,Low
57.69444294249076,Snowy,Wet,8,Rural,Medium,1,Low
66.26797856696064,Sunny,Dry,20,Highway,High,0,High
50.13778741641421,Rainy,Icy,12,Rural,Medium,1,Low
94.76093801762511,Snowy,Under Maintenance,20,Urban,Medium,1,Medium
70.27203900924792,Sunny,Icy,7,Highway,Medium,0,High
43.22126951468173,Rainy,Wet,15,Urban,Medium,1,Low
109.95745732745685,Foggy,Wet,12,Highway,High,1,High
58.38912213732114,Rainy,Icy,12,Highway,High,1,High
74.35528611139887,Snowy,Dry,16,Highway,Medium,0,High
110.6472110964547,Foggy,Icy,22,Highway,Medium,1,High
82.42379959139922,Sunny,Icy,19,Urban,High,1,Medium
31.68980407083641,Foggy,Under Maintenance,4,Rural,Low,1,Low
113.98321236134751,Sunny,Under Maintenance,21,Urban,Low,1,Medium
82.77080530714179,Sunny,Icy,20,Rural,Low,0,Medium
53.49056146570861,Rainy,Icy,16,Urban,High,1,Low
33.927207266338726,Rainy,Wet,8,Highway,High,1,Medium
99.4025189270296,Rainy,Under Maintenance,1,Highway,Low,1,High
82.00727559285136,Snowy,Under Maintenance,17,Rural,Low,1,Medium
73.34610919763216,Snowy,Wet,8,Rural,Medium,1,Low
109.38925830509577,Rainy,Dry,5,Urban,High,1,Medium
98.85972112245308,Snowy,Under Maintenance,10,Rural,High,1,Medium
35.167487973275115,Foggy,Under Maintenance,5,Urban,Low,1,Low
51.17220677955483,Foggy,Dry,5,Rural,Low,0,Low
44.84891398144657,Snowy,Under Maintenance,12,Rural,High,1,Low
94.3946292572677,Snowy,Under Maintenance,10,Rural,Medium,1,Medium
23.353243473577937,Foggy,Dry,13,Highway,Low,0,Medium
76.98896848713164,Sunny,Dry,1,Highway,High,1,High
96.24586857406905,Foggy,Icy,7,Urban,High,1,Medium
107.67656367617495,Foggy,Wet,2,Rural,Medium,1,Medium
54.20817487159075,Snowy,Wet,22,Urban,Medium,1,Low
102.12573046720128,Foggy,Dry,20,Rural,Low,1,Medium
31.063173695520724,Snowy,Dry,2,Highway,Low,0,Medium
104.64522917345182,Snowy,Under Maintenance,0,Highway,Low,1,High
32.74886623319824,Rainy,Icy,23,Rural,High,1,Low
59.72872905603673,Foggy,Icy,18,Rural,Low,1,Low
99.72953657795536,Sunny,Dry,17,Highway,High,1,High
34.99174273487738,Rainy,Under Maintenance,16,Highway,Low,1,Medium
42.92513952326415,Snowy,Under Maintenance,19,Urban,Medium,0,Low
92.22525683930662,Snowy,Wet,23,Highway,Medium,1,High
92.00365365460743,Sunny,Wet,12,Rural,High,1,Medium
84.11476328852973,Snowy,Under Maintenance,2,Urban,Medium,1,Low
89.39484444671,Foggy,Wet,0,Rural,High,1,Medium
74.27244433475963,Rainy,Dry,3,Urban,High,1,Medium
45.179905890695274,Snowy,Under Maintenance,12,Rural,Medium,1,Low
54.56959935039195,Snowy,Wet,16,Highway,High,1,Medium
38.15977168014257,Sunny,Icy,10,Rural,Medium,0,Low
110.84505613336283,Foggy,Under Maintenance,1,Urban,Low,1,Medium
78.33917947661205,Snowy,Under Maintenance,15,Rural,Low,1,Medium
60.08514167636399,Sunny,Icy,1,Urban,Medium,0,Low
66.20058036441327,Snowy,Dry,18,Rural,Medium,0,Medium
114.72833396118153,Sunny,Icy,22,Highway,Medium,0,High
35.33514031160802,Sunny,Under Maintenance,18,Highway,Medium,0,Medium
78.62298320167972,Foggy,Dry,15,Rural,Low,0,Medium
70.5888678884466,Snowy,Wet,21,Rural,High,1,Low
81.14542354346477,Foggy,Wet,18,Rural,High,1,Low
21.81101838208405,Sunny,Wet,8,Urban,Low,0,Low
107.21239089441515,Rainy,Under Maintenance,0,Rural,High,1,Medium
113.21182824836124,Snowy,Icy,9,Rural,Low,1,Medium
76.51331835892088,Rainy,Dry,18,Urban,High,1,Medium
89.66508238768922,Snowy,Wet,0,Highway,Medium,1,High
112.24993811772957,Foggy,Dry,1,Rural,Medium,1,Medium
90.72386343133986,Foggy,Under Maintenance,15,Rural,Medium,1,Medium
35.25390429142614,Foggy,Wet,11,Highway,Low,1,Medium
77.62883601668132,Foggy,Under Maintenance,7,Highway,Low,1,High
80.6715046382856,Foggy,Icy,22,Urban,High,1,Medium
62.4130671302386,Rainy,Under Maintenance,17,Rural,High,1,Low
93.64442356247228,Foggy,Under Maintenance,1,Rural,High,1,Low
113.43670147690149,Sunny,Icy,12,Urban,Low,1,Medium
112.55685129067763,Sunny,Dry,5,Highway,High,1,High
65.08393714041321,Rainy,Icy,20,Urban,Medium,1,Low
31.323804584075525,Snowy,Icy,5,Highway,High,1,Medium
118.48411989623345,Sunny,Under Maintenance,8,Urban,Medium,1,High
103.88980864459342,Snowy,Dry,15,Highway,Low,0,High
32.46626812032669,Rainy,Wet,10,Urban,Medium,1,Low
112.08418826173724,Snowy,Icy,6,Highway,Medium,1,High
106.98963620621282,Snowy,Dry,9,Highway,Medium,1,High
71.88380571260721,Snowy,Icy,9,Highway,Low,1,High
79.12754357449293,Snowy,Icy,19,Highway,Low,1,High
59.90027038701302,Rainy,Icy,17,Highway,Low,1,Medium
25.47616388220313,Sunny,Icy,23,Rural,Low,0,Low
53.519724164590095,Foggy,Under Maintenance,19,Highway,High,1,Medium
100.28534485980114,Snowy,Dry,8,Rural,Low,1,Medium
20.463202300460285,Sunny,Dry,14,Highway,Medium,0,Medium
53.34991716911442,Sunny,Dry,3,Rural,Low,0,Medium
59.81686935909433,Rainy,Icy,7,Rural,High,1,Low
73.7395602937923,Sunny,Under Maintenance,8,Urban,High,1,Medium
111.98556164127605,Rainy,Icy,12,Highway,High,1,High
54.634599436596126,Snowy,Icy,8,Urban,Medium,1,Low
54.69532018962277,Snowy,Dry,3,Urban,Low,0,Medium
93.75012481097484,Foggy,Icy,16,Highway,Low,1,High
65.22179408898072,Foggy,Wet,15,Urban,Low,1,Medium
42.4604822939982,Foggy,Icy,14,Highway,Medium,0,Medium
65.24395161326933,Sunny,Wet,2,Urban,Medium,0,Medium
34.085702037979985,Snowy,Icy,19,Highway,High,1,High
37.63869865062233,Rainy,Under Maintenance,4,Highway,High,1,Low
69.83677727394797,Foggy,Under Maintenance,22,Highway,Low,1,High
61.89254495045479,Rainy,Dry,4,Rural,Medium,0,Low
111.48459010681,Rainy,Icy,19,Urban,Medium,1,Medium
56.23938991166331,Foggy,Wet,14,Rural,Low,1,Medium
78.05883502780435,Snowy,Wet,17,Urban,Low,1,Low
83.22642879195304,Foggy,Icy,14,Urban,High,1,Low
21.309445658833365,Rainy,Wet,1,Urban,High,1,Low
86.35373720167107,Foggy,Under Maintenance,12,Rural,High,1,Medium
37.80359668697514,Rainy,Wet,3,Urban,Low,1,Low
116.10703174694551,Rainy,Dry,9,Rural,Low,1,Medium
34.866272775311295,Foggy,Under Maintenance,12,Highway,High,1,Medium
61.462412372702374,Sunny,Under Maintenance,9,Urban,High,1,Low
28.534966807864386,Foggy,Under Maintenance,8,Urban,Medium,1,Low
119.68742518459473,Sunny,Icy,7,Highway,Medium,1,High
70.21950103312426,Rainy,Icy,2,Highway,High,1,High
79.53850173200438,Rainy,Under Maintenance,15,Urban,High,1,Medium
26.70764773884275,Sunny,Icy,13,Highway,Medium,0,Medium
94.99604703991778,Rainy,Wet,8,Rural,High,1,Medium
40.99055930955858,Sunny,Icy,20,Rural,Medium,0,Low
109.80542894407138,Sunny,Icy,10,Urban,Medium,1,Medium
40.51396404820072,Rainy,Under Maintenance,2,Rural,Medium,1,Low
39.068772066366655,Snowy,Dry,4,Rural,Low,0,Low
23.65496678480949,Sunny,Dry,9,Urban,Low,0,Low
67.20669451099992,Foggy,Dry,12,Highway,High,1,High
76.48411332626165,Foggy,Wet,3,Urban,Medium,1,Medium
26.57086394283524,Rainy,Icy,23,Rural,Low,0,Low
97.55276166950105,Snowy,Dry,12,Urban,High,1,Medium
65.32888347480275,Rainy,Under Maintenance,11,Urban,High,1,Medium
72.439026932758,Snowy,Dry,4,Rural,High,1,Low
64.07627469382282,Sunny,Dry,9,Rural,High,0,Low
60.0763060875326,Sunny,Icy,23,Urban,High,1,Low
75.96403313082179,Sunny,Icy,8,Rural,Medium,1,Medium
35.524024593071246,Sunny,Icy,19,Rural,High,1,Medium
